序号,标题,链接,创建时间,状态,标签
616,serialization of decimal does not work,https://github.com/MonetDB/MonetDB/issues/816,2020-11-30T09:00:28Z,CLOSED,['bug']
617,segfault after fork(),https://github.com/MonetDB/MonetDB/issues/817,2020-11-30T09:00:31Z,CLOSED,['bug']
618,"PF: tests q0{1,4,9} fail in tests/XMark/opt/{MIL,XQ}",https://github.com/MonetDB/MonetDB/issues/818,2020-11-30T09:00:35Z,CLOSED,['bug']
619,SQL: auto commit state is not changed correctly on commit,https://github.com/MonetDB/MonetDB/issues/819,2020-11-30T09:00:38Z,CLOSED,['bug']
620,Mserver debug=10 forgets tuples in void|void bat,https://github.com/MonetDB/MonetDB/issues/820,2020-11-30T09:00:41Z,CLOSED,['bug']
621,SQL: ODBC driver fails to compile with icc,https://github.com/MonetDB/MonetDB/issues/821,2020-11-30T09:00:45Z,CLOSED,['bug']
622,Mserver: module-order does matter,https://github.com/MonetDB/MonetDB/issues/823,2020-11-30T09:00:51Z,CLOSED,['bug']
623,scjoin stumbles across void|void bats,https://github.com/MonetDB/MonetDB/issues/824,2020-11-30T09:00:55Z,CLOSED,['bug']
624,'empty' encoding of enum types,https://github.com/MonetDB/MonetDB/issues/825,2020-11-30T09:00:58Z,CLOSED,['bug']
625,monetdb vs script language compile options,https://github.com/MonetDB/MonetDB/issues/826,2020-11-30T09:01:01Z,CLOSED,['bug']
626,mposjoin problems (probably void|void related),https://github.com/MonetDB/MonetDB/issues/827,2020-11-30T09:01:04Z,CLOSED,['bug']
627,PF: shredding documents on-the-fly via fn:doc() fails,https://github.com/MonetDB/MonetDB/issues/828,2020-11-30T09:01:08Z,CLOSED,['bug']
628,PF: MapiClient eats error messages,https://github.com/MonetDB/MonetDB/issues/830,2020-11-30T09:01:16Z,CLOSED,['bug']
629,!FATAL: GDKvmalloc: failed for 1868759048 bytes,https://github.com/MonetDB/MonetDB/issues/832,2020-11-30T09:01:23Z,CLOSED,['bug']
630,SQL: Crash: SELECT ... WHERE 1=0 OR ...,https://github.com/MonetDB/MonetDB/issues/833,2020-11-30T09:01:27Z,CLOSED,['bug']
631,MonetDB's bootstrap fails on Debian & Darwin (automake <1.7),https://github.com/MonetDB/MonetDB/issues/834,2020-11-30T09:01:30Z,CLOSED,['bug']
632,MonetDB's `make rpm` fails,https://github.com/MonetDB/MonetDB/issues/835,2020-11-30T09:01:33Z,CLOSED,['bug']
633,`make dist` for MonetDB & sql fails on SuSE 9ES & Cygwin,https://github.com/MonetDB/MonetDB/issues/836,2020-11-30T09:01:37Z,CLOSED,['bug']
634,XQuery: replace,https://github.com/MonetDB/MonetDB/issues/838,2020-11-30T09:01:43Z,CLOSED,['bug']
635,"Mserver, Crash on Gold demo (when used incorrectly)",https://github.com/MonetDB/MonetDB/issues/839,2020-11-30T09:01:47Z,CLOSED,['bug']
636,SQL: crash on concurrent use,https://github.com/MonetDB/MonetDB/issues/840,2020-11-30T09:01:50Z,CLOSED,['bug']
637,pf (soap branch): failed to compile,https://github.com/MonetDB/MonetDB/issues/841,2020-11-30T09:01:53Z,CLOSED,['bug']
638,SQL: sourcefiles contain filenames with invalid characters,https://github.com/MonetDB/MonetDB/issues/842,2020-11-30T09:01:56Z,CLOSED,['bug']
639,website broken link,https://github.com/MonetDB/MonetDB/issues/844,2020-11-30T09:02:02Z,CLOSED,['bug']
640,website xquery research  roadmap page,https://github.com/MonetDB/MonetDB/issues/845,2020-11-30T09:02:05Z,CLOSED,['bug']
641,website saxophone link does not work,https://github.com/MonetDB/MonetDB/issues/846,2020-11-30T09:02:08Z,CLOSED,['bug']
642,PF: multiple definitions of symbol _var_env on Darwin8,https://github.com/MonetDB/MonetDB/issues/847,2020-11-30T09:02:11Z,CLOSED,['bug']
643,XML document cache broken,https://github.com/MonetDB/MonetDB/issues/849,2020-11-30T09:02:17Z,CLOSED,['bug']
644,XQuery: interactive Windows,https://github.com/MonetDB/MonetDB/issues/850,2020-11-30T09:02:20Z,CLOSED,['bug']
645,JDBC connection's autocommit state,https://github.com/MonetDB/MonetDB/issues/851,2020-11-30T09:02:23Z,CLOSED,['bug']
646,"PF: err when ""xs:double"" is used",https://github.com/MonetDB/MonetDB/issues/852,2020-11-30T09:02:26Z,CLOSED,['bug']
647,Leaks in the new BAT creation,https://github.com/MonetDB/MonetDB/issues/854,2020-11-30T09:02:33Z,CLOSED,['bug']
648,XQuery: KIND_PRE* is gone,https://github.com/MonetDB/MonetDB/issues/856,2020-11-30T09:02:39Z,CLOSED,['bug']
649,Link on MonetDB/XQuery website broken,https://github.com/MonetDB/MonetDB/issues/857,2020-11-30T09:02:42Z,CLOSED,['bug']
650,PHP: module installed in incorrect location,https://github.com/MonetDB/MonetDB/issues/858,2020-11-30T09:02:45Z,CLOSED,['bug']
651,Problem with large mem-mapped files,https://github.com/MonetDB/MonetDB/issues/861,2020-11-30T09:02:55Z,CLOSED,['bug']
652,MAPI: MapiClient hangs when sending invalid challenge,https://github.com/MonetDB/MonetDB/issues/862,2020-11-30T09:02:59Z,CLOSED,['bug']
653,BAT destroy problem,https://github.com/MonetDB/MonetDB/issues/863,2020-11-30T09:03:04Z,CLOSED,['bug']
654,Website: MAPI documentation is hardly readable,https://github.com/MonetDB/MonetDB/issues/864,2020-11-30T09:03:08Z,CLOSED,['bug']
655,SQL: creating a user and schema renders database unusable,https://github.com/MonetDB/MonetDB/issues/865,2020-11-30T09:03:11Z,CLOSED,['bug']
656,view_gdk_bbp leaking,https://github.com/MonetDB/MonetDB/issues/866,2020-11-30T09:03:14Z,CLOSED,['bug']
657,XQuery: distinct-values on empty list,https://github.com/MonetDB/MonetDB/issues/867,2020-11-30T09:03:18Z,CLOSED,['bug']
658,MAPI: mapi_connect errors vanish,https://github.com/MonetDB/MonetDB/issues/868,2020-11-30T09:03:21Z,CLOSED,['bug']
659,MAPI: error messages are written to stdout,https://github.com/MonetDB/MonetDB/issues/869,2020-11-30T09:03:25Z,CLOSED,['bug']
660,PF: runtime/pf_soap.mx failes to compile with icc,https://github.com/MonetDB/MonetDB/issues/874,2020-11-30T09:03:39Z,CLOSED,['bug']
661,"semantics of find(BAT[void-nil,any], void(nil)) has changed",https://github.com/MonetDB/MonetDB/issues/875,2020-11-30T09:03:43Z,CLOSED,['bug']
662,PF: shred_doc fails with BATproperty error,https://github.com/MonetDB/MonetDB/issues/876,2020-11-30T09:03:46Z,CLOSED,['bug']
663,MonetDB clean 'make install' fails on sn-1,https://github.com/MonetDB/MonetDB/issues/877,2020-11-30T09:03:50Z,CLOSED,['bug']
664,CTrefine failes in xtables tests,https://github.com/MonetDB/MonetDB/issues/878,2020-11-30T09:03:54Z,CLOSED,['bug']
665,"PF: shred_doc: ""Cannot reverse order on void columns.""",https://github.com/MonetDB/MonetDB/issues/879,2020-11-30T09:03:57Z,CLOSED,['bug']
666,XML: sjoin.mx fails to compile with icc,https://github.com/MonetDB/MonetDB/issues/880,2020-11-30T09:04:01Z,CLOSED,['bug']
667,XML: test src/Mxml/Tests/VOCleftpages.milS fails,https://github.com/MonetDB/MonetDB/issues/881,2020-11-30T09:04:04Z,CLOSED,['bug']
668,"PF: tests fail as output is ""spoiled"" by debugging output",https://github.com/MonetDB/MonetDB/issues/882,2020-11-30T09:04:08Z,CLOSED,['bug']
669,"PF: tests fail, complaining about a missing 'reverse(oid)'.",https://github.com/MonetDB/MonetDB/issues/883,2020-11-30T09:04:11Z,CLOSED,['bug']
670,SQL connect causes crash,https://github.com/MonetDB/MonetDB/issues/884,2020-11-30T09:04:14Z,CLOSED,['bug']
671,nlthetajoin incomplete,https://github.com/MonetDB/MonetDB/issues/885,2020-11-30T09:04:17Z,CLOSED,['bug']
672,multiplex function void/oid parameter matching not correct,https://github.com/MonetDB/MonetDB/issues/886,2020-11-30T09:04:20Z,CLOSED,['bug']
673,Minor memory leaks in MonetDB,https://github.com/MonetDB/MonetDB/issues/887,2020-11-30T09:04:24Z,CLOSED,['bug']
674,SQL: DATA is reserved keyword,https://github.com/MonetDB/MonetDB/issues/888,2020-11-30T09:04:27Z,CLOSED,['bug']
675,MapiClient crashes on invalid credentials (M5),https://github.com/MonetDB/MonetDB/issues/889,2020-11-30T09:04:30Z,CLOSED,['bug']
676,Compilation fails if netcdf is available,https://github.com/MonetDB/MonetDB/issues/890,2020-11-30T09:04:33Z,CLOSED,['bug']
677,BUILD: make dependency problem,https://github.com/MonetDB/MonetDB/issues/894,2020-11-30T09:04:47Z,CLOSED,['bug']
678,append spoils seqbase,https://github.com/MonetDB/MonetDB/issues/895,2020-11-30T09:04:50Z,CLOSED,['bug']
679,output mode xml-noroot never returns to command line,https://github.com/MonetDB/MonetDB/issues/896,2020-11-30T09:04:53Z,CLOSED,['bug']
680,bootstap script should output errors to stderr iso stdout,https://github.com/MonetDB/MonetDB/issues/899,2020-11-30T09:05:03Z,CLOSED,['bug']
681,windows build fails,https://github.com/MonetDB/MonetDB/issues/900,2020-11-30T09:05:06Z,CLOSED,['bug']
682,HowToStart files not in distribution tarball,https://github.com/MonetDB/MonetDB/issues/901,2020-11-30T09:05:10Z,CLOSED,['bug']
683,"MonetDB/Xquery with ""order by"" and ""fn:string""",https://github.com/MonetDB/MonetDB/issues/903,2020-11-30T09:05:16Z,CLOSED,['bug']
684,wrong result when passing nodelist to function,https://github.com/MonetDB/MonetDB/issues/905,2020-11-30T09:05:21Z,CLOSED,['bug']
685,MonetDB fails to compile with icc,https://github.com/MonetDB/MonetDB/issues/906,2020-11-30T09:05:24Z,CLOSED,['bug']
686,PF: compiler/algebra/properties.c fails to compile,https://github.com/MonetDB/MonetDB/issues/907,2020-11-30T09:05:27Z,CLOSED,['bug']
687,tests of swizzle() & remap() seem to fail,https://github.com/MonetDB/MonetDB/issues/908,2020-11-30T09:05:30Z,CLOSED,['bug']
688,`make dist` and hence `make rpm` fail on all platforms,https://github.com/MonetDB/MonetDB/issues/911,2020-11-30T09:05:40Z,CLOSED,['bug']
689,SQL compilation complains about parser clashes,https://github.com/MonetDB/MonetDB/issues/914,2020-11-30T09:05:51Z,CLOSED,['bug']
690,PF: test compiler/pf-M_XMark fails,https://github.com/MonetDB/MonetDB/issues/915,2020-11-30T09:05:53Z,CLOSED,['bug']
691,PF: all but one XQuery-RPC test fail,https://github.com/MonetDB/MonetDB/issues/916,2020-11-30T09:05:56Z,CLOSED,['bug']
692,PF: Update tests seem to fail randomly,https://github.com/MonetDB/MonetDB/issues/917,2020-11-30T09:06:00Z,CLOSED,['bug']
693,XQuery: Corrupt attributelist for document,https://github.com/MonetDB/MonetDB/issues/921,2020-11-30T09:06:13Z,CLOSED,['bug']
694,BATextend problem,https://github.com/MonetDB/MonetDB/issues/923,2020-11-30T09:06:19Z,CLOSED,['bug']
695,PF: add_doc fails because of remap (corrupt shredding),https://github.com/MonetDB/MonetDB/issues/924,2020-11-30T09:06:22Z,CLOSED,['bug']
696,PF: serialization processes only 100 nodes/sec,https://github.com/MonetDB/MonetDB/issues/925,2020-11-30T09:06:25Z,CLOSED,['bug']
697,SQL: cast interval to time results in zero time,https://github.com/MonetDB/MonetDB/issues/926,2020-11-30T09:06:28Z,CLOSED,['bug']
698,PF: inefficient handling of loop-lifted path steps,https://github.com/MonetDB/MonetDB/issues/928,2020-11-30T09:06:35Z,CLOSED,['bug']
699,PF: attributes without prefix have no namespace,https://github.com/MonetDB/MonetDB/issues/929,2020-11-30T09:06:38Z,CLOSED,['bug']
700,PF: serialization forgets some namespace definitions,https://github.com/MonetDB/MonetDB/issues/930,2020-11-30T09:06:41Z,CLOSED,['bug']
701,PF: serialization prints conflicting namespace declaration,https://github.com/MonetDB/MonetDB/issues/931,2020-11-30T09:06:44Z,CLOSED,['bug']
702,problem with functions in xquery,https://github.com/MonetDB/MonetDB/issues/932,2020-11-30T09:06:47Z,CLOSED,['bug']
703,wrong position numbering in sequence after predicate,https://github.com/MonetDB/MonetDB/issues/933,2020-11-30T09:06:50Z,CLOSED,['bug']
704,src/modules/plain/Tests/decimal.milM fails with segfault,https://github.com/MonetDB/MonetDB/issues/935,2020-11-30T09:06:57Z,CLOSED,['bug']
705,src/monet/Tests/setaggr_exist.milM fails with property error,https://github.com/MonetDB/MonetDB/issues/936,2020-11-30T09:07:00Z,CLOSED,['bug']
706,tests/from_Twente/moa/Tests/list.milM fails with prop. error,https://github.com/MonetDB/MonetDB/issues/937,2020-11-30T09:07:02Z,CLOSED,['bug']
707,PF: 309 tests fail after recent changes,https://github.com/MonetDB/MonetDB/issues/938,2020-11-30T09:07:06Z,CLOSED,['bug']
708,PF: 'xmlns' and 'xml' qname prefixes can be redeclared.,https://github.com/MonetDB/MonetDB/issues/939,2020-11-30T09:07:08Z,CLOSED,['bug']
709,PF: Algebra trips over polymorphic sequences,https://github.com/MonetDB/MonetDB/issues/940,2020-11-30T09:07:12Z,CLOSED,['bug']
710,Mapi leak,https://github.com/MonetDB/MonetDB/issues/941,2020-11-30T09:07:15Z,CLOSED,['bug']
711,PF: runtime/serialize.mx fails to compile with Intel's icc,https://github.com/MonetDB/MonetDB/issues/943,2020-11-30T09:07:22Z,CLOSED,['bug']
712,test src/gdk/Tests/TMsubcommit.milS fails with segfault,https://github.com/MonetDB/MonetDB/issues/945,2020-11-30T09:07:28Z,CLOSED,['bug']
713,SQL: 359 tests fail after recent MonetDB changes,https://github.com/MonetDB/MonetDB/issues/946,2020-11-30T09:07:32Z,CLOSED,['bug']
714,PF: several problems with serialization modes,https://github.com/MonetDB/MonetDB/issues/947,2020-11-30T09:07:35Z,CLOSED,['bug']
715,"PF: ser. mode ""xml-seq-mapi"" fails: runtime/Tests/text1.milS",https://github.com/MonetDB/MonetDB/issues/948,2020-11-30T09:07:38Z,CLOSED,['bug']
716,"PF: serialization in xs:string now without `""'?",https://github.com/MonetDB/MonetDB/issues/949,2020-11-30T09:07:42Z,CLOSED,['bug']
717,PF: most update tests fail with property errors,https://github.com/MonetDB/MonetDB/issues/950,2020-11-30T09:07:45Z,CLOSED,['bug']
718,"PF: update.xq: ""reference to undefined function `fn:delete'""",https://github.com/MonetDB/MonetDB/issues/951,2020-11-30T09:07:48Z,CLOSED,['bug']
719,PF: tests/XQuery/Tests/typeswitch2.xq fails with MIL error,https://github.com/MonetDB/MonetDB/issues/953,2020-11-30T09:07:55Z,CLOSED,['bug']
720,PF: tests/XQuery/Tests/typeswitch[34].xq: property errors,https://github.com/MonetDB/MonetDB/issues/954,2020-11-30T09:07:58Z,CLOSED,['bug']
721,PF: serialization with fewer whitespace?,https://github.com/MonetDB/MonetDB/issues/955,2020-11-30T09:08:01Z,CLOSED,['bug']
722,PF: query '()' fails,https://github.com/MonetDB/MonetDB/issues/956,2020-11-30T09:08:04Z,CLOSED,['bug']
723,MonetDB fails to compile with icc8 on Itanium 2 under RHEL 4,https://github.com/MonetDB/MonetDB/issues/957,2020-11-30T09:08:08Z,CLOSED,['bug']
724,SQLGetInfo SQL_TABLE_TERM returns empty string,https://github.com/MonetDB/MonetDB/issues/959,2020-11-30T09:08:15Z,CLOSED,['bug']
725,SQL: wrong data while inserting tuples in concurrent clients,https://github.com/MonetDB/MonetDB/issues/960,2020-11-30T09:08:18Z,CLOSED,['bug']
726,SQL: Unable to connect to user different from monetdb in M4,https://github.com/MonetDB/MonetDB/issues/961,2020-11-30T09:08:22Z,CLOSED,['bug']
727,SQL: M4 crash after dropping schema and selecting from users,https://github.com/MonetDB/MonetDB/issues/962,2020-11-30T09:08:26Z,CLOSED,['bug']
728,`make rpm`: dependencies too strict?,https://github.com/MonetDB/MonetDB/issues/963,2020-11-30T09:08:29Z,CLOSED,['bug']
729,"find() on [void,void] bat broken",https://github.com/MonetDB/MonetDB/issues/964,2020-11-30T09:08:32Z,CLOSED,['bug']
730,string-join produces incorrect mil,https://github.com/MonetDB/MonetDB/issues/965,2020-11-30T09:08:35Z,CLOSED,['bug']
731,SQL: drop_schema_crash.SF-1504794 needs better fix,https://github.com/MonetDB/MonetDB/issues/967,2020-11-30T09:08:43Z,CLOSED,['bug']
732,SQL: M4 crashes when running twice the same file,https://github.com/MonetDB/MonetDB/issues/968,2020-11-30T09:08:46Z,CLOSED,['bug']
733,SQL: Autocommit mode saved after closing a connection,https://github.com/MonetDB/MonetDB/issues/969,2020-11-30T09:08:49Z,CLOSED,['bug']
734,M4 crashes with an example of SELECT CASE,https://github.com/MonetDB/MonetDB/issues/970,2020-11-30T09:08:52Z,CLOSED,['bug']
735,Variable management,https://github.com/MonetDB/MonetDB/issues/971,2020-11-30T09:08:56Z,CLOSED,['bug']
736,PF: icc error #188: enumerated type mixed with another  type,https://github.com/MonetDB/MonetDB/issues/972,2020-11-30T09:08:59Z,CLOSED,['bug']
737,M4 crashes when running twice the same file (again),https://github.com/MonetDB/MonetDB/issues/973,2020-11-30T09:09:02Z,CLOSED,['bug']
738,init-script for mapiclient failed,https://github.com/MonetDB/MonetDB/issues/974,2020-11-30T09:09:06Z,CLOSED,['bug']
739,Low CPU utilization in simple query,https://github.com/MonetDB/MonetDB/issues/975,2020-11-30T09:09:10Z,CLOSED,['bug']
740,Segfault with X-Mark query 15,https://github.com/MonetDB/MonetDB/issues/976,2020-11-30T09:09:15Z,CLOSED,['bug']
741,PF: correct_sizes() crashes Mserver,https://github.com/MonetDB/MonetDB/issues/977,2020-11-30T09:09:18Z,CLOSED,['bug']
742,PF: single iteration parent step fails with debug-mask 10,https://github.com/MonetDB/MonetDB/issues/978,2020-11-30T09:09:21Z,CLOSED,['bug']
743,PF: tests fail with property error,https://github.com/MonetDB/MonetDB/issues/979,2020-11-30T09:09:24Z,CLOSED,['bug']
744,PF: pf --enable-standoff does not issue module(pf_standoff);,https://github.com/MonetDB/MonetDB/issues/981,2020-11-30T09:09:30Z,CLOSED,['bug']
745,PF: various StandOff tests fail,https://github.com/MonetDB/MonetDB/issues/982,2020-11-30T09:09:33Z,CLOSED,['bug']
746,MonetDB tests fail on SuSE after Sunday June 18,https://github.com/MonetDB/MonetDB/issues/983,2020-11-30T09:09:37Z,CLOSED,['bug']
747,SQL: inserting multiple values at once can break constraints,https://github.com/MonetDB/MonetDB/issues/985,2020-11-30T09:09:45Z,CLOSED,['bug']
748,SQL: Sequence value is not stored when stopping the server,https://github.com/MonetDB/MonetDB/issues/986,2020-11-30T09:09:48Z,CLOSED,['bug']
749,XQuery: modules-diamond,https://github.com/MonetDB/MonetDB/issues/987,2020-11-30T09:09:51Z,CLOSED,['bug']
750,DOCtype and/or xmlns causes empty path expr. result,https://github.com/MonetDB/MonetDB/issues/988,2020-11-30T09:09:54Z,CLOSED,['bug']
751,Compilation of 0.12.0 fails on Darwin,https://github.com/MonetDB/MonetDB/issues/989,2020-11-30T09:09:57Z,CLOSED,['bug']
752,modulo (%) produces incorrect results for lng,https://github.com/MonetDB/MonetDB/issues/990,2020-11-30T09:10:03Z,CLOSED,['bug']
753,M5: compilation from tarball fails,https://github.com/MonetDB/MonetDB/issues/991,2020-11-30T09:10:06Z,CLOSED,['bug']
754,Group By <alias> not working,https://github.com/MonetDB/MonetDB/issues/993,2020-11-30T09:10:13Z,CLOSED,['bug']
755,PF: problem in where-clause,https://github.com/MonetDB/MonetDB/issues/995,2020-11-30T09:10:19Z,CLOSED,['bug']
756,mel.mx links outdated,https://github.com/MonetDB/MonetDB/issues/996,2020-11-30T09:10:23Z,CLOSED,['bug']
757,mil.mx links outdated,https://github.com/MonetDB/MonetDB/issues/997,2020-11-30T09:10:26Z,CLOSED,['bug']
758,WEB: monet.mx links outdated,https://github.com/MonetDB/MonetDB/issues/998,2020-11-30T09:10:29Z,CLOSED,['bug']
759,VOC tutorial links disfunctional,https://github.com/MonetDB/MonetDB/issues/999,2020-11-30T09:10:32Z,CLOSED,['bug']
760,V4 Mapi docs missing,https://github.com/MonetDB/MonetDB/issues/1002,2020-11-30T09:15:26Z,CLOSED,['bug']
761,V4/Documentation/APIs/JDBC  doc missing,https://github.com/MonetDB/MonetDB/issues/1004,2020-11-30T09:15:32Z,CLOSED,['bug']
