序号,MySQL中ID,链接,创建日期,最近更新,类型,状态,严重性,版本,操作系统,CPU架构,摘要
1256,102968,https://bugs.mysql.com/bug.php?id=102968,2021-03-15 05:54:00,2021-03-17 13:20:00,MySQL Server: Connection Handling,Verified(1652 days),S3,5.7,Any,Any,parse_com_change_user_packet missed to skip client_plugin name
1257,102967,https://bugs.mysql.com/bug.php?id=102967,2021-03-15 02:39:00,2021-03-16 11:46:00,MySQL Server: InnoDB storage engine,Verified(1652 days),S3,5.7.18,Any,Any,deadlock transaction hang up when connection is broken
1258,102965,https://bugs.mysql.com/bug.php?id=102965,2021-03-14 23:21:00,2021-03-16 06:28:00,MySQL Server: Replication,Verified(1653 days),S3,5.7.33,Any,Any,bind param update skip strict sql_mode checking and cause replication stop
1259,102964,https://bugs.mysql.com/bug.php?id=102964,2021-03-14 19:40:00,2022-11-17 17:48:00,Connector / NET,Closed(1041 days),S5,8.0.23,Any,Any,MySQL .NET Connector got considerably slower since 8.0.19
1260,102948,https://bugs.mysql.com/bug.php?id=102948,2021-03-12 09:37:00,2024-12-11 17:51:00,MySQL Workbench: Migration,Verified(1656 days),S2,8.0.23,Windows,x86,Migration - Table Objects Select Bug
1261,102945,https://bugs.mysql.com/bug.php?id=102945,2021-03-12 08:04:00,2021-09-06 06:58:00,MySQL Server: Replication,Verified(1639 days),S3,mysql.5.7,Any,Any,MTS fail due to ignore stop event when logical timestamp reset on new binary fil
1262,102933,https://bugs.mysql.com/bug.php?id=102933,2021-03-11 18:37:00,2021-03-12 06:35:00,MySQL Workbench: Modeling,Verified(1656 days),S3,8.0.23,Windows (Microsoft Windows 10 Education),Any,Inverse Relationship button disabled
1263,102926,https://bugs.mysql.com/bug.php?id=102926,2021-03-11 13:57:00,2021-04-24 14:32:00,MySQL Server: Compiling,Closed(1656 days),S3,8.0.23,Linux,Any,sysconf called without error checking
1264,102912,https://bugs.mysql.com/bug.php?id=102912,2021-03-11 02:07:00,2021-03-11 13:02:00,MySQL Server: Optimizer,Verified(1657 days),S3,"8.0, 8.0.23, 5.7.33",Any,Any,filter result different on a index bit column with no-index bit column
1265,102911,https://bugs.mysql.com/bug.php?id=102911,2021-03-10 23:49:00,2021-03-12 06:09:00,MySQL Server: Optimizer,Verified(1657 days),S2,"5.7, 8.0, 5.7.33, 8.0.23",Any,Any,BETWEEN SQL-query on auto-incremented primary key field gives the incorrect resu
1266,102891,https://bugs.mysql.com/bug.php?id=102891,2021-03-10 02:50:00,2021-07-16 09:28:00,Connector / ODBC,Closed(1530 days),S2,,Windows,Any,MySQL driver crashed several times a day
1267,102875,https://bugs.mysql.com/bug.php?id=102875,2021-03-09 08:30:00,2021-03-09 09:34:00,MySQL Server: Optimizer,Verified(1659 days),S3,8.0.23,Any,Any,Tree EXPLAIN shows different row estimate for filtering when sorting is used
1268,102873,https://bugs.mysql.com/bug.php?id=102873,2021-03-09 07:23:00,2021-03-09 09:38:00,MySQL Server: DML,Verified(1659 days),S3,8.0.23,Any,Any,implicit cast WHERE datetime_column = 0 not producing Incorrect DATETIME value
1269,102872,https://bugs.mysql.com/bug.php?id=102872,2021-03-09 03:40:00,2021-03-09 07:58:00,MySQL Server: Compiling,Verified(1659 days),S3,8.0.22. 8.0.23,Any,Any,Comments typo
1270,102871,https://bugs.mysql.com/bug.php?id=102871,2021-03-09 03:35:00,2021-06-09 21:24:00,Connector / ODBC,Closed(1567 days),S2,8.0.23,Windows,Any,Unsafe usage of setlocale() in insert_params()
1271,102856,https://bugs.mysql.com/bug.php?id=102856,2021-03-08 12:06:00,2021-03-11 13:48:00,Connector for Node.js,Closed(1657 days),S1,8.0.23,MacOS,Any,Unexpected NULL Fields errors when updating or inserting record - MySQL XDevAPI
1272,102850,https://bugs.mysql.com/bug.php?id=102850,2021-03-07 18:55:00,2021-03-19 12:59:00,MySQL Server: Optimizer,Verified(1656 days),S5,8.0.23,Any,Any,MySQL does not use functional index on the function LOG10
1273,102843,https://bugs.mysql.com/bug.php?id=102843,2021-03-07 04:02:00,2021-06-02 18:38:00,MySQL Server: CSV,Closed(1574 days),S3,8.0.23,Any,Any,CSV Engine (tina) does not handle json type
1274,102839,https://bugs.mysql.com/bug.php?id=102839,2021-03-06 11:03:00,2021-03-06 11:38:00,MySQL Server: DML,Verified(1662 days),S2,8.0.23,Any,Any,Index out of bounds in regular expression search.
1275,102833,https://bugs.mysql.com/bug.php?id=102833,2021-03-05 18:04:00,2021-03-05 20:25:00,MySQL Server: FULLTEXT search,Verified(1663 days),S1,5.7.33,Ubuntu,x86,Fulltext index error  [ERROR] InnoDB: Duplicate FTS_DOC_ID value on table
1276,102831,https://bugs.mysql.com/bug.php?id=102831,2021-03-05 16:32:00,2021-04-19 06:39:00,MySQL Server: InnoDB storage engine,Verified(1662 days),S2,"5.7.31, 5.7.33","Any (CentOS, Ubuntu)",Any,transaction-isolation level is not honored when changed at session level
1277,102827,https://bugs.mysql.com/bug.php?id=102827,2021-03-05 13:57:00,2021-03-09 13:32:00,MySQL Workbench: SQL Editor,Verified(1659 days),S1,8.0.23,Windows (Microsoft Windows 10 Enterprise),Any,beautifying SQL script
1278,102825,https://bugs.mysql.com/bug.php?id=102825,2021-03-05 11:34:00,2021-03-06 11:47:00,MySQL Server: Stored Routines,Verified(1662 days),S3,"8.0.23, 5.7.23",Any,Any,mysqld selects an unexpected function
1279,102824,https://bugs.mysql.com/bug.php?id=102824,2021-03-05 10:33:00,2021-09-17 21:36:00,MySQL Server: JSON,Closed(1624 days),S3,8.0,Any,Any,JSON_TABLE's check for duplicate column names is case-sensitive
1280,102806,https://bugs.mysql.com/bug.php?id=102806,2021-03-03 22:16:00,2021-03-05 13:59:00,MySQL Server: Command-line Clients,Closed(1663 days),S3,8.0.23,Linux,Any,Linux client does not accept umlauts if started with default-character-set=utf8
1281,102800,https://bugs.mysql.com/bug.php?id=102800,2021-03-03 13:44:00,2021-08-10 13:29:00,MySQL Workbench: SQL Editor,Verified(1665 days),S3,8.0.23,Windows (Microsoft Windows 10 Pro),Any,Workbench crashes - Send to SQL editor - Delete with References
1282,102777,https://bugs.mysql.com/bug.php?id=102777,2021-03-02 08:36:00,2021-03-14 20:07:00,MySQL Server: DML,Verified(1666 days),S3,5.7.22,Linux,Any,A replace statement with more than 2 unique values cause breaking replication
1283,102774,https://bugs.mysql.com/bug.php?id=102774,2021-03-02 00:37:00,2021-03-06 07:15:00,MySQL Server: DML,Verified(1662 days),S3,"5.7.31,8.0.22, 5.7.33",Any,Any,A scenario that result in memory leak
1284,102754,https://bugs.mysql.com/bug.php?id=102754,2021-02-27 05:49:00,2021-02-27 12:40:00,MySQL Server: Replication,Verified(1669 days),S3,"5.7, 5.7.33, 8.0.23",Any,Any,CREATE USER/GRANT not replicated if replicate_ignore_db= (empty) is in my.cnf
1285,102752,https://bugs.mysql.com/bug.php?id=102752,2021-02-26 13:40:00,2021-03-04 14:34:00,MySQL Server: InnoDB storage engine,Verified(1666 days),S3,8.0,Any,Any,plain SELECT reads different results in the same transaction
1286,102742,https://bugs.mysql.com/bug.php?id=102742,2021-02-25 18:27:00,2021-05-25 16:05:00,MySQL Server: Group Replication,Closed(1582 days),S3,8.0.23,Windows (Windows Server 2019),x86,Distributed recovery fails if performed while many rows are being inserted
1287,102730,https://bugs.mysql.com/bug.php?id=102730,2021-02-25 03:43:00,2022-02-03 15:40:00,MySQL Cluster: Cluster (NDB) storage engine,Closed(1328 days),S2,8.0.23,Any,Any,ndb_import fails to load CSV files created by DBT2
1288,102729,https://bugs.mysql.com/bug.php?id=102729,2021-02-25 03:41:00,2021-02-26 15:27:00,MySQL Cluster: Cluster (NDB) storage engine,Verified(1670 days),S2,8.0.23,Any,Any,ndb_import can easily hang at errors and at high load
1289,102716,https://bugs.mysql.com/bug.php?id=102716,2021-02-24 03:29:00,2021-03-09 13:56:00,MySQL Server: InnoDB storage engine,Verified(1659 days),S3,5.7,Any,Any,InnoDB blob pages may be lost after import tablespace
1290,102713,https://bugs.mysql.com/bug.php?id=102713,2021-02-24 00:28:00,2021-02-26 17:43:00,MySQL Cluster: Cluster (NDB) storage engine,Verified(1671 days),S2,,Any,Any,Queued REDO log record crashes with locked REDO log parts
1291,102686,https://bugs.mysql.com/bug.php?id=102686,2021-02-22 12:50:00,2021-02-24 16:01:00,MySQL Server: Optimizer,Verified(1672 days),S5,8.0,Any,Any,The query plan changed cause query too long
1292,102681,https://bugs.mysql.com/bug.php?id=102681,2021-02-22 05:29:00,2021-02-22 06:05:00,MySQL Server: Optimizer,Verified(1674 days),S3,"8.0,5.7.33, 8.0.23",Any,Any,"result of ""datetime_val not between NULL and NULL"" is unexpected"
1293,102678,https://bugs.mysql.com/bug.php?id=102678,2021-02-22 01:42:00,2022-12-21 18:16:00,Connector / J,Closed(1037 days),S3,"8.0.21, 8.0.23",Any,Any,Connector/J 8 query with explain can not return ResultRow
1294,102668,https://bugs.mysql.com/bug.php?id=102668,2021-02-20 06:53:00,2021-02-22 14:23:00,MySQL Server: InnoDB storage engine,Verified(1674 days),S3,8.0.23,Any,Any,Unused parameter documented in the comment as used
1295,102661,https://bugs.mysql.com/bug.php?id=102661,2021-02-19 11:20:00,2021-02-19 12:17:00,MySQL Server: XA transactions,Verified(1677 days),S3,"8.0.22, 8.0.23, 5.7.33",Any,Any,xa prepare failed lead replication error
1296,102659,https://bugs.mysql.com/bug.php?id=102659,2021-02-19 09:07:00,2021-02-19 17:29:00,MySQL Server: Errors,Verified(1677 days),S3,8.0,Any,Any,Unhandled return value in MySQL-8.0.23
1297,102656,https://bugs.mysql.com/bug.php?id=102656,2021-02-19 03:52:00,2021-02-19 06:59:00,MySQL Server: Optimizer,Verified(1677 days),S3,"8.0.22, 8.0.23",Any,Any,"SELECT results containing the special character "" ︠e "" is different"
1298,102651,https://bugs.mysql.com/bug.php?id=102651,2021-02-18 18:18:00,2021-03-17 18:08:00,MySQL Cluster: Cluster (NDB) storage engine,Closed(1651 days),S2,8.0.23,Any,Any,Crash in CONTINUEB when REDO log problem
1299,102649,https://bugs.mysql.com/bug.php?id=102649,2021-02-18 17:21:00,2021-06-03 19:00:00,MySQL Server: User-defined functions ( UDF ),Closed(1573 days),S2,8.0.23,Ubuntu (20.04.02 LTS),x86,Calling a UDF aggregate function corrupts plugin when a join is involved
1300,102634,https://bugs.mysql.com/bug.php?id=102634,2021-02-18 03:26:00,2021-05-11 14:23:00,MySQL Server: Optimizer,Closed(1596 days),S3,8.0.17+,Any,Any,Optimizer loses part of range when OR multiple identical ranges in range plan
1301,102614,https://bugs.mysql.com/bug.php?id=102614,2021-02-17 02:28:00,2023-07-12 07:46:00,MySQL Workbench: SQL Editor,Verified(1679 days),S3,"8.0.23, 8.0.33",Linux (Debian 10.8 x86_64),Any,CTE beautify/format does not work
1302,102602,https://bugs.mysql.com/bug.php?id=102602,2021-02-15 15:43:00,2021-02-24 04:18:00,Connector / Python,Closed(1673 days),S2,> 8.0.6,MacOS,x86,Newer versions falsely return None type
1303,102601,https://bugs.mysql.com/bug.php?id=102601,2021-02-15 13:42:00,2021-02-16 09:14:00,MySQL Server: JSON,Verified(1680 days),S3,"5.7.31, 5.7.33",CentOS (CentOS Linux release 7.6.1810 (Core)),Any,nested nullif of json values fails
1304,102599,https://bugs.mysql.com/bug.php?id=102599,2021-02-15 12:11:00,2023-12-19 10:19:00,MySQL Server: GIS,Verified(1680 days),S5,8.0.22,Windows (Win 10),x86 (NVMe RAM),Slow performance of MySQL 8 compared with 5.7 on geographical SELECT
1305,102597,https://bugs.mysql.com/bug.php?id=102597,2021-02-15 07:18:00,2021-05-28 15:51:00,MySQL Server: DDL,Closed(1579 days),S1,"5.7.31, 5.7.33",Any,Any,Index size larger than 767 bytes allowed for InnoDB with redundant row_format
1306,102595,https://bugs.mysql.com/bug.php?id=102595,2021-02-14 23:00:00,2021-02-15 08:40:00,MySQL Server: JSON,Verified(1681 days),S3,"5.7.31, 5.7.33",CentOS (CentOS Linux release 7.6.1810 (Core)),Any,Internal error: JSON wrapper: unexpected type from json_unquote json_extract
1307,102594,https://bugs.mysql.com/bug.php?id=102594,2021-02-14 22:31:00,2021-02-15 08:41:00,MySQL Server: JSON,Verified(1681 days),S3,"5.7.31, 5.7.33",CentOS (CentOS Linux release 7.6.1810 (Core)),Any,json variable set to null is not <=> null
1308,102589,https://bugs.mysql.com/bug.php?id=102589,2021-02-12 23:54:00,2021-03-12 22:26:00,Connector / ODBC,Closed(1656 days),S2,8.0.23,Windows (Window 10),Any,SQLProcedureColumns function returns incomplete results
1309,102587,https://bugs.mysql.com/bug.php?id=102587,2021-02-12 18:53:00,2021-02-15 05:10:00,MySQL Server: mysqlpump Command-line Client,Verified(1683 days),S3,"8.0.23, 5.7.33",Any,Any,mysqlpump crashes with --default-parallelism=0 --single-transaction
1310,102586,https://bugs.mysql.com/bug.php?id=102586,2021-02-12 16:35:00,2023-10-12 16:30:00,MySQL Server: Replication,Verified(712 days),S1,"8.1.0, 8.0.34, 8.0.23, 5.7.33",Any,Any,Foreign Key ON DELETE CASCADE breaks with RBR and multiple-table DELETE.
1311,102583,https://bugs.mysql.com/bug.php?id=102583,2021-02-12 15:16:00,2024-02-26 15:17:00,Shell AdminAPI InnoDB Cluster / ReplicaSet,Closed(575 days),S3,8.0.23,Windows,Any,Instance not fully removed after doing cluster.removeInstance with wrong case
1312,102557,https://bugs.mysql.com/bug.php?id=102557,2021-02-10 15:52:00,2021-02-10 16:28:00,MySQL Server: InnoDB storage engine,Verified(1686 days),S3,,Any,Any,Contribution: fix IB_VEC_OFFSET \'s wrong parameter
1313,102556,https://bugs.mysql.com/bug.php?id=102556,2021-02-10 15:48:00,2021-04-06 12:18:00,MySQL Server: Group Replication,Verified(1631 days),S2,8.0.21,CentOS (Release:        7.7.1908),x86 (Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz),Apparent deadlock involving group replication applier threads
1314,102540,https://bugs.mysql.com/bug.php?id=102540,2021-02-09 09:28:00,2021-02-10 12:56:00,MySQL Server: DML,Verified(1687 days),S5,5.7,Any,Any,A updated-stmt  can be repeated with no rand() or now()
1315,102526,https://bugs.mysql.com/bug.php?id=102526,2021-02-08 09:57:00,2022-02-08 22:30:00,MySQL Server: Installing,Closed(1588 days),S2,"5.7.33, 8.0.24, 8.0.27",Windows,Any,MySQL Server 5.7.33 Silent Command Upgrade Failure
1316,102520,https://bugs.mysql.com/bug.php?id=102520,2021-02-08 04:11:00,2022-12-21 18:44:00,Connector / J,Closed(1007 days),S3,8.0.23,Any,Any,serverSideStatementCache ignores resultSetType
1317,102515,https://bugs.mysql.com/bug.php?id=102515,2021-02-07 11:03:00,2021-03-09 07:36:00,MySQL Server: Group Replication,Verified(1687 days),S2,8.0.23,Any,Any,Group replication member remains ONLINE even when it gets (far) behind
1318,102509,https://bugs.mysql.com/bug.php?id=102509,2021-02-06 18:34:00,2021-12-14 19:06:00,MySQL Cluster: Cluster (NDB) storage engine,Closed(1379 days),S3,8.0.23,Ubuntu,Any,TransactionMemory problem
1319,102508,https://bugs.mysql.com/bug.php?id=102508,2021-02-06 18:32:00,2021-03-02 01:41:00,MySQL Cluster: Cluster (NDB) storage engine,Closed(1666 days),S3,8.0.23,Any,Any,Missed initialising m_time_track_get_page
1320,102506,https://bugs.mysql.com/bug.php?id=102506,2021-02-06 18:27:00,2021-02-16 19:01:00,MySQL Cluster: Cluster (NDB) storage engine,Closed(1680 days),S3,8.0.23,Ubuntu,Any,Fix SpinMethod such that it works
1321,102505,https://bugs.mysql.com/bug.php?id=102505,2021-02-06 18:23:00,2021-02-17 17:39:00,MySQL Cluster: Cluster (NDB) storage engine,Closed(1679 days),S3,8.0.23,Ubuntu,Any,hw_memory in kBytes instead of in bytes on Linux
1322,102503,https://bugs.mysql.com/bug.php?id=102503,2021-02-06 18:18:00,2021-11-16 20:38:00,MySQL Cluster: Cluster (NDB) storage engine,Closed(1407 days),S3,8.0.23,Ubuntu,Any,No locking happens using AutomaticThreadConfig
1323,102502,https://bugs.mysql.com/bug.php?id=102502,2021-02-06 18:15:00,2021-10-11 13:22:00,MySQL Cluster: Cluster (NDB) storage engine,Closed(1443 days),S3,8.0.23,Ubuntu,x86,Deadlock timeout due to problem in REDO log queue handling
1324,102501,https://bugs.mysql.com/bug.php?id=102501,2021-02-06 15:15:00,2023-03-23 06:48:00,MySQL Workbench,Verified(1685 days),S2,"8.0.23, 8.0.26, 8.0.27",Windows (Microsoft Windows 10 Home Single Language),Any,Backup file creation error
1325,102500,https://bugs.mysql.com/bug.php?id=102500,2021-02-05 22:02:00,2023-03-23 06:46:00,MySQL Server: Charsets,Closed(1523 days),S3,"8.0.22, 8.0.23",Any,Any,Illegal mix of collation on 8.0.22 and 8.0.23
1326,102496,https://bugs.mysql.com/bug.php?id=102496,2021-02-05 16:18:00,2024-02-22 07:11:00,MySQL Workbench,Verified(1689 days),S2,"8.0.23, 8.0.27",Windows (Microsoft Windows 10 Pro),Any,Workbench crashes when hitting refresh on table info for the partition tab
1327,102482,https://bugs.mysql.com/bug.php?id=102482,2021-02-04 17:24:00,2024-08-09 19:31:00,MySQL Server: Row Based Replication ( RBR ),Verified(1689 days),S3,5.7,Any,Any,Data loss with ALL_NON_LOSSY and replication between latin1->utf8mb4
1328,102481,https://bugs.mysql.com/bug.php?id=102481,2021-02-04 15:37:00,2021-02-05 14:40:00,MySQL Server: Optimizer,Verified(1691 days),S3,8.0.23,Any,Any,EXPLAIN FOR CONNECTION not good
1329,102468,https://bugs.mysql.com/bug.php?id=102468,2021-02-03 10:06:00,2021-05-14 12:51:00,MySQL Server: InnoDB storage engine,Closed(1593 days),S3,"8.0.22, 8.0.23",Any,Any,Temptable storage engine returns error: doesn't support update of indexes
1330,102467,https://bugs.mysql.com/bug.php?id=102467,2021-02-03 09:55:00,2021-06-08 22:18:00,Connector / ODBC,Closed(1568 days),S2,,Any,Any,MySQL ODBC Connector *8.0.23* 'Malformed communication packet' with ADO.NET Data
1331,102465,https://bugs.mysql.com/bug.php?id=102465,2021-02-03 09:16:00,2025-05-22 17:23:00,MySQL Workbench: Administration,Verified(1688 days),S2,"8.0.23, 8.0.27, 8.0.29, 8.0.30",Ubuntu (Kubuntu 20.04),x86 (Intel Core i5 Haswell),Empty view and crash when opening Client Connections in 8.0.23 (regression)
1332,102456,https://bugs.mysql.com/bug.php?id=102456,2021-02-03 02:02:00,2023-01-30 17:52:00,MySQL Workbench,Verified(1693 days),S3,8.0.23,Windows (Microsoft Windows 10 Enterprise LTSC 2019),x86,Can't see the full collation name in the drop-down list
1333,102455,https://bugs.mysql.com/bug.php?id=102455,2021-02-02 22:30:00,2021-02-11 16:49:00,MySQL for Windows: Installer,Closed(1685 days),S2,1.4.36,Any,Any,8.0.23 PRODUCTS NOT AVAILABLE IN MYSQL INSTALLER
1334,102444,https://bugs.mysql.com/bug.php?id=102444,2021-02-02 01:10:00,2021-02-02 05:20:00,MySQL Server: Optimizer,Verified(1694 days),S2,"5.7.22 - 5.7.32; 8.0.12, 5.7.33",Any,x86,Dependent subquery with ORDER BY return NULL value
1335,102427,https://bugs.mysql.com/bug.php?id=102427,2021-01-29 19:58:00,2021-01-30 00:38:00,MySQL Server: InnoDB storage engine,Verified(1697 days),S3,,Any,Any,Contribution: correct wrong debug assert in cmp_rec_rec_simple
1336,102417,https://bugs.mysql.com/bug.php?id=102417,2021-01-29 09:54:00,2021-01-29 10:22:00,MySQL Server: DDL,Verified(1698 days),S3,"5.7.33, 8.0.23",Any,Any,Table space path for partitioned table goes crazy after CREATE TABLE ... LIKE
1337,102404,https://bugs.mysql.com/bug.php?id=102404,2021-01-28 15:59:00,2021-06-17 15:34:00,Connector / J,Closed(1559 days),S3,,Any,Any,Contribution: add track session state change
1338,102405,https://bugs.mysql.com/bug.php?id=102405,2021-01-28 15:59:00,2023-08-29 09:04:00,MySQL Server: Connection Handling,Verified(1699 days),S3,8.0,Any,Any,Contribution: openssl v3 support
1339,102395,https://bugs.mysql.com/bug.php?id=102395,2021-01-27 11:33:00,2021-01-27 12:18:00,MySQL Server: DDL,Verified(1700 days),S2,"5.7.32, 8.0.23",Any,Any,CREATE TABLE ... LIKE inconsistent behavior in regards to DATA DIRECTORY
1340,102384,https://bugs.mysql.com/bug.php?id=102384,2021-01-27 07:15:00,2021-01-27 08:02:00,MySQL Server: InnoDB storage engine,Verified(1700 days),S3,8.0.22,Any,Any,InnoDB initialization failed on EXT3 filesystem
1341,102381,https://bugs.mysql.com/bug.php?id=102381,2021-01-26 16:36:00,2021-08-20 01:41:00,Connector / NET,Closed(1699 days),S3,8.0.23,Any,Any,Could not find type mapping for column with data type 'datetime'
1342,102378,https://bugs.mysql.com/bug.php?id=102378,2021-01-26 14:24:00,2021-01-27 10:26:00,MySQL Server: Security: Privileges,Verified(1700 days),S3,"8.0.22 Enterprise, 5.7.33, 8.0.23",Any,x86,ALTER USER IF EXISTS ... ACCOUNT LOCK throws error with validate_password
1343,102373,https://bugs.mysql.com/bug.php?id=102373,2021-01-26 07:53:00,2021-01-28 01:15:00,MySQL Server: DML,Verified(1700 days),S2,5.7,Any,Any,"Order by ""desc"" does not work after analyze table."
1344,102372,https://bugs.mysql.com/bug.php?id=102372,2021-01-26 03:59:00,2021-07-20 19:55:00,Connector / J,Closed(1526 days),S1,8.0.23,Any,Any,v8.0.23 unusable in OSGi
1345,102359,https://bugs.mysql.com/bug.php?id=102359,2021-01-24 08:57:00,2022-01-10 13:48:00,MySQL Server: Optimizer,Closed(1374 days),S2,8.0.23,Any,Any,Functional Index ignored by Select query from within a Stored Function
1346,102346,https://bugs.mysql.com/bug.php?id=102346,2021-01-22 13:02:00,2021-03-02 12:06:00,MySQL Server: Replication,Verified(1684 days),S5,5.7.32,Any,Any,"MTS Recovery Group, unnecessary recovery"
1347,102344,https://bugs.mysql.com/bug.php?id=102344,2021-01-22 11:42:00,2021-04-24 16:15:00,MySQL Server: Prepared statements,Closed(1623 days),S3,"8.0.22, 8.0.23",Linux (Docker Container mysql/8.0.22),Any,Prepared Statements with GROUP_CONCAT fail with a high group_concat_max_len
1348,102339,https://bugs.mysql.com/bug.php?id=102339,2021-01-22 06:02:00,2021-01-22 13:43:00,MySQL Server: DDL,Verified(1705 days),S2,8.0.23,Windows (10 x64),Other (AMD 3900X),Adding Functional Index using ALTER TABLE ALGORITHM=INPLACE produces error
1349,102328,https://bugs.mysql.com/bug.php?id=102328,2021-01-21 08:58:00,2021-01-21 09:54:00,MySQL Server: Options,Verified(1706 days),S3,"5.6, 5.7, 8.0, 5.7.33, 8.0.23",Any,Any,Range of innodb_ft_sort_pll_degree error
1350,102327,https://bugs.mysql.com/bug.php?id=102327,2021-01-21 07:45:00,2021-01-21 09:34:00,MySQL Server: Options,Verified(1706 days),S3,8.0.23,Any,Any,Possible memory leaks in mysqld
1351,102321,https://bugs.mysql.com/bug.php?id=102321,2021-01-20 19:27:00,2021-03-05 22:48:00,Connector / J,Closed(1663 days),S3,8.0.23,Any,Any,Calling ResultSetMetaData.getColumnClassName returns wrong value for DATETIME
1352,102320,https://bugs.mysql.com/bug.php?id=102320,2021-01-20 18:23:00,2021-09-15 06:43:00,MySQL Workbench: Administration,Verified(1706 days),S2,8.0,Windows (10.0.19042 ),x86 (Intel Core-i7-3520M),"MySQL Workbench Export Fails if ""Include Create Schema"" Is Selected"
1353,102308,https://bugs.mysql.com/bug.php?id=102308,2021-01-20 07:41:00,2021-01-22 19:05:00,MySQL Server: Compiling,Closed(1705 days),S3,8.0.23,Linux (Slackware),x86,Compilation error for Boolean literal in sql/mysqld.cc with MySQL 8.0.23
1354,102306,https://bugs.mysql.com/bug.php?id=102306,2021-01-20 06:36:00,2021-01-20 06:54:00,MySQL Server: DDL,Verified(1707 days),S1,8.0,Any,Any,Improper locking in alter_part_normal::try_commit
1355,102300,https://bugs.mysql.com/bug.php?id=102300,2021-01-19 23:10:00,2023-06-05 07:37:00,MySQL Workbench: Administration,Verified(1621 days),S3,"8.0.23, 8.0.25, 8.0.27, 8.0.29, 8.0.32, 8.0.33",Windows (version 10),Any,In the Workbench Confirming Server Status will cause RuntimeError
1356,102292,https://bugs.mysql.com/bug.php?id=102292,2021-01-19 09:54:00,2021-12-23 10:00:00,MySQL Server: Optimizer,Verified(1707 days),S3,"8.0.22, 8.0.23",Any (CentOS Linux release 8.0.1905 (Core)),Any (4.18.0-80.el8.x86_64 ),"ANALYZE TABLE capitalized table name, statistics results are not updated."
1357,102291,https://bugs.mysql.com/bug.php?id=102291,2021-01-19 09:17:00,2021-01-19 09:58:00,MySQL Server: Optimizer,Verified(1708 days),S1,"8.0, 8.0.22, 8.0.23",Any,Any,Subquery produces wrong result when set big_tables = 1
1358,102289,https://bugs.mysql.com/bug.php?id=102289,2021-01-19 06:06:00,2021-01-20 13:32:00,MySQL Server: InnoDB storage engine,Verified(1707 days),S5,"5.7, 8.0",Any,Any,buf_flush_or_remove_pages causes large tps fluctuation with write-heavy workload
1359,102288,https://bugs.mysql.com/bug.php?id=102288,2021-01-19 05:05:00,2024-05-28 10:40:00,MySQL Server,Closed(1706 days),S3,5.7.33,MacOS,x86,mysql 5.7.33  build failure
1360,102286,https://bugs.mysql.com/bug.php?id=102286,2021-01-18 23:45:00,2023-02-04 23:33:00,MySQL Workbench,Closed(1652 days),S1,8.0.23,Other (macOS 11.1),Any,MySQLWorkbench quit unexpectedly on launch
1361,102274,https://bugs.mysql.com/bug.php?id=102274,2021-01-18 12:48:00,2024-05-09 09:44:00,MySQL Server: Replication,Verified(1708 days),S3,"8.0.17/8.0.20/8.0.*, 8.0.22, 5.7.32",Any,Any,SLAVE stops with HA_ERR_KEY_NOT_FOUND when slave_preserve_commit_order=ON.
1362,102270,https://bugs.mysql.com/bug.php?id=102270,2021-01-18 10:15:00,2021-01-18 10:22:00,MySQL Server,Closed(1709 days),S3,8.0.22,Any,Any,upgrade my database to 8.0.22 from 8.0.21，but mysqld  process always reboot when
1363,102269,https://bugs.mysql.com/bug.php?id=102269,2021-01-18 10:11:00,2021-01-18 10:22:00,MySQL Server,Closed(1709 days),S3,8.0.22,Any,Any,mysqld automatic  reboot  when do batch insert or do others batch dml
1364,102266,https://bugs.mysql.com/bug.php?id=102266,2021-01-18 00:44:00,2021-05-26 12:28:00,MySQL Server: C API (client library),Closed(1581 days),S3,"5.6 5.7, 5.7.32 , 8.0",Any,Any,mysql_change_user fails due to COM_CHANGE_USER incorrectly parsed
1365,102265,https://bugs.mysql.com/bug.php?id=102265,2021-01-18 00:27:00,2021-01-18 08:03:00,MySQL Server: C API (client library),Verified(1709 days),S2,"5.6 5.7, 5.7.32",Any,Any,collation silently switched to server default during mysql_real_connect
1366,102252,https://bugs.mysql.com/bug.php?id=102252,2021-01-15 05:57:00,2021-11-05 14:18:00,MySQL Server: Optimizer,Closed(1418 days),S3,8.0.22,Ubuntu (20.04.1),x86,"INSERT,SELECT from same table with aggregate and NOW() columns produces error"
1367,102251,https://bugs.mysql.com/bug.php?id=102251,2021-01-15 04:42:00,2022-12-12 22:27:00,MySQL Server: Optimizer,Closed(1016 days),S2,"8.0, 8.0.22, 8.0.23",Any,Any,CTE produces wrong result
1368,102249,https://bugs.mysql.com/bug.php?id=102249,2021-01-14 15:56:00,2021-01-27 17:40:00,MySQL Server: Group Replication,Verified(1709 days),S3,8.0.22,Any,Any,Slow query log filling up with performance_schema queries
1369,102240,https://bugs.mysql.com/bug.php?id=102240,2021-01-13 08:18:00,2024-04-02 14:36:00,MySQL Server: Clone Plugin,Closed(1649 days),S3,"8.0.21, 8.0.23",Any,Any,clone plugin initialization fails when partly installed previously
